"","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","meanEVI_annualmax_2017_2021","meanEVI_annualmean_2017_2021","meanEVI_annualmedian_2017_2021","meanEVI_annualmin_2017_2021","meanEVI_annualrange_2017_2021","meanEVI_annualstd_2017_2021","meanGCI_annualmax_2017_2021","meanGCI_annualmean_2017_2021","meanGCI_annualmedian_2017_2021","meanGCI_annualmin_2017_2021","meanGCI_annualrange_2017_2021","meanGCI_annualstd_2017_2021","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","AI_8110_LV95","bio1_t_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","etpY_8110_LV95","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","sradY","SCD15_final","SCD40_final"
"316",1.91397929191589,3.32026839256287,3.73808884620667,2.8649115562439,3.33765316009521,2.6867356300354,5.86298084259033,1.93960440158844,59646001,4237500,12105000,-125635000,158237504,33950000,92832496,8127500,24740000,-365997504,458832512,94870000,1887.40002441406,1206.90002441406,843.299987792969,18,4.19999980926514,8,34.0999984741211,572.900024414062,17.1000003814697,-6.40000009536743,23.5,11.3000001907349,-0.300000011920929,11.3000001907349,-2.40000009536743,1707.19995117188,169.300003051758,114.599998474121,12.3000001907349,497.100006103516,374.5,497.100006103516,428.600006103516,313,0.255138278007507,0.0183868650346994,1797.10998535156,0.938735246658325,0.0682301968336105,0.242201060056686,4.1570029258728,0.0212631225585938,0.075408935546875,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,76572.5546875,134,134
"320",1.88815093040466,3.32913708686829,3.56464123725891,2.98360109329224,3.404132604599,2.83259201049805,6.2030029296875,2.07954502105713,43972002,10772500,11885000,-19157500,67240000,14897500,119715000,27327500,24590000,-23655000,143362496,33747500,2108.89990234375,1393.59997558594,1003,20,5.09999990463257,9,35.7999992370605,600.599975585938,18.8999996185303,-6.40000009536743,25.2000007629395,12.5,0.5,12.5,-2,1567,150.600006103516,105.800003051758,11.6000003814697,451.5,343.799987792969,451.5,387.399993896484,332.5,0.830758452415466,0.169445991516113,1392.11499023438,0.550490617752075,0.113120853900909,0.663302958011627,11.7978172302246,-0.0056304931640625,0.208187520503998,0.5025634765625,0.188018798828125,0.124755859375,0,0.222099930047989,0,0,0,0,0,0,0,71258.6015625,119,119
"321",1.73623991012573,3.29695224761963,3.66915225982666,2.92358684539795,3.41969203948975,2.94988203048706,6.13491439819336,2.07972264289856,41900000,11667500,14045000,-11130000,48152500,11307500,88982496,30542500,27925000,-4370000,93352496,30327500,2085.30004882812,1372.5,984.700012207031,20,5,8.80000019073486,35.2999992370605,596.200012207031,18.7000007629395,-6.30000019073486,25,12.3999996185303,0.400000005960464,12.3999996185303,-2,1568.90002441406,153,109.800003051758,11.6000003814697,453.700012207031,344.600006103516,453.700012207031,379.200012207031,326.799987792969,0.19529002904892,0.0783971324563026,1345.8125,0.980469584465027,0.392801403999329,0.932210266590118,23.6199550628662,7.62939453125e-06,0.304302632808685,0.4512939453125,0.191741943359375,0.1578369140625,0,0.19010092318058,0,0,0,0,0,0,0,61495.4921875,119,119
"322",1.87520921230316,3.28540730476379,3.62939286231995,2.92389440536499,3.31165885925293,2.90387940406799,6.12622404098511,1.97614455223083,49316001,2312500,7950000,-184442496,233730000,40920000,103337504,9545000,15020000,-228372496,331712512,61712500,2190.39990234375,1461.59997558594,1062,20,5.30000019073486,9,35.5,606.5,19.2000007629395,-6.09999990463257,25.2999992370605,12.8999996185303,0.800000011920929,12.8999996185303,-1.79999995231628,1547.19995117188,152.300003051758,110.199996948242,11.8000001907349,449.200012207031,339.799987792969,449.200012207031,368.899993896484,339.5,-0.882306039333344,-0.171848833560944,1392.37255859375,0.466466963291168,0.0921573340892792,0.5333251953125,11.2685546875,-0.0162353515625,0.151668965816498,1.114990234375,0.458740234375,0.2645263671875,0.136962890625,0.451063841581345,0.0199999995529652,0,0,0,0,0,0,68052.984375,111,111
"323",1.9767998456955,3.24554300308228,3.01934838294983,3.04408836364746,3.59753179550171,3.22269177436829,6.29312896728516,2.02134704589844,126955996,15270000,14042500,-20235000,172592496,28260000,82980000,27755000,27052500,-3050000,86025000,25835000,2221.69995117188,1488.40002441406,1085.30004882812,23,5.40000009536743,9,35.5,609.599975585938,19.3999996185303,-6.09999990463257,25.5,13,0.899999976158142,13,-1.79999995231628,1562.19995117188,153.899993896484,111.800003051758,12,454.399993896484,342.600006103516,454.399993896484,369.5,380,0.113131582736969,0.0133392056450248,1261.90502929688,0.986748278141022,0.129102349281311,0.378865569829941,7.51514005661011,-0.0321922302246094,0.120969980955124,0.211669921875,0.09490966796875,0.083984375,0,0.111034944653511,0,0,0,0,0,0,0,71981.1875,97,95
"324",2.19647860527039,3.02466225624084,3.35770630836487,3.03697443008423,3.43470931053162,2.82548332214355,6.24501466751099,1.79518926143646,65342002,13107500,15227500,-26250000,78340000,16780000,139617504,29817500,26612500,-1500000,141120000,30127500,2199.19995117188,1469.19995117188,1068.69995117188,21,5.30000019073486,9,35.5999984741211,607,19.2999992370605,-6.09999990463257,25.3999996185303,12.8999996185303,0.800000011920929,12.8999996185303,-1.79999995231628,1552.90002441406,152.899993896484,110.5,11.6999998092651,450.5,341.5,450.5,371.299987792969,344.299987792969,-0.945215106010437,-0.605240046977997,1401.97253417969,0.32353138923645,0.206602811813354,2.06442594528198,39.8108062744141,0.0318717956542969,0.644719421863556,0.3961181640625,0.118896484375,0.03973388671875,0,0.188572913408279,0.0199999995529652,0,0,0,0,0,0,61899.89453125,95,90
"326",1.64000344276428,3.58445882797241,3.81093311309814,2.90782713890076,3.55713534355164,2.94642043113708,6.04409646987915,2.16946029663086,96552002,990000,11855000,-253502496,299920000,60055000,88192496,22517500,6855000,-7827500,96020000,29965000,1975.5,1278.90002441406,904.799987792969,20,4.59999990463257,8.10000038146973,34,582.200012207031,17.7000007629395,-6.19999980926514,23.8999996185303,11.8000001907349,0,11.8000001907349,-2.09999990463257,1657.30004882812,164.300003051758,118.400001525879,11.6999998092651,481.399993896484,366.100006103516,481.399993896484,394.600006103516,345.399993896484,0.91596782207489,0.0629463866353035,1445.34497070312,0.380975425243378,0.025545172393322,0.215562611818314,3.92701864242554,-0.0068817138671875,0.0677778422832489,0,0,0,0,0,0,0,0,0,0,0,0,69933.7890625,121,121
"327",1.75038230419159,3.3429479598999,3.65801119804382,2.97354793548584,3.51640319824219,2.97664022445679,6.16100215911865,2.09091591835022,38380000,10882500,11647500,-34025000,76315000,15090000,75965000,24042500,17785000,-7277500,83242496,26437500,1982.09997558594,1284.30004882812,909.400024414062,20,4.59999990463257,8.10000038146973,34,582.900024414062,17.7000007629395,-6.19999980926514,23.8999996185303,11.8999996185303,0,11.8999996185303,-2.09999990463257,1655.5,164.100006103516,118.699996948242,11.6999998092651,480.899993896484,365.700012207031,480.899993896484,393,347.899993896484,-0.110505141317844,-0.0349475517868996,1425.88500976562,0.992201447486877,0.318813383579254,0.710015177726746,18.7419681549072,-0.00967025756835938,0.23347133398056,0.033203125,0.00830078125,0,0,0.0166015625,0,0,0,0,0,0,0,66860.171875,116,115
"328",1.62861001491547,3.42351937294006,3.91624331474304,2.82373905181885,3.02679014205933,2.91132616996765,5.91815805435181,2.16062498092651,184541992,20850000,19457500,-40160000,264224992,49755000,129742496,33477500,30670000,-19697500,149437504,34737500,1965.30004882812,1269.5,896.5,20,4.5,7.90000009536743,33.5999984741211,579,17.5,-6.09999990463257,23.6000003814697,11.6999998092651,0,11.6999998092651,-2.09999990463257,1677.80004882812,166.399993896484,119.400001525879,11.6999998092651,487.5,370.5,487.5,400.200012207031,344.399993896484,0.940399765968323,0.214733779430389,1593.12744140625,0.305829167366028,0.0716875791549683,0.476671010255814,13.2355175018311,-0.0177993774414062,0.145965576171875,0.78564453125,0.476104736328125,0.466552734375,0.1856689453125,0.248785600066185,0,0,0,0,0,0,0,71385.2421875,125,124
"329",1.58179020881653,3.41317486763,3.85477757453918,2.90718269348145,3.5013370513916,2.91243982315063,5.97047901153564,2.19771766662598,49433999,12752500,14407500,-24067500,78377504,14817500,78440000,28297500,26850000,-7010000,85450000,27217500,2001.40002441406,1298.69995117188,921.099975585938,22,4.69999980926514,7.80000019073486,33.5,579.299987792969,17.6000003814697,-5.90000009536743,23.5,11.8999996185303,0.100000001490116,11.8999996185303,-2,1660.59997558594,165.199996948242,118.900001525879,12,484.399993896484,365.799987792969,484.399993896484,391.100006103516,372.200012207031,-0.947101950645447,-0.116893887519836,1498.16247558594,-0.126734226942062,-0.0176331046968699,0.323310017585754,7.10419893264771,-0.0300216674804688,0.0979156494140625,0,0,0,0,0,0,0,0,0,0,0,0.0900000035762787,77660.4921875,116,116
"330",1.4699490070343,3.69916796684265,3.99660968780518,2.89997339248657,3.42888569831848,2.93405771255493,6.02237224578857,2.32208156585693,188911992,11747500,16960000,-54932500,132045000,24850000,62860000,29717500,31602500,-167500,63030000,21830000,2064,1349.80004882812,964.5,21,4.80000019073486,7.80000019073486,33.4000015258789,582.900024414062,17.7999992370605,-5.69999980926514,23.5,12.1000003814697,0.200000002980232,12.1000003814697,-1.79999995231628,1674.5,166.300003051758,119.699996948242,11.8999996185303,488,368.600006103516,488,393.799987792969,371.700012207031,0.178418651223183,0.0043830806389451,1414.45251464844,0.883079886436462,0.0399595536291599,0.194444447755814,2.49212503433228,-0.0121803283691406,0.0715281143784523,0,0,0,0,0,0,0,0,0,0,0,0,75074.21875,115,115
"332",1.75731384754181,3.30275797843933,3.78358912467957,2.95617294311523,3.51158595085144,2.85477495193481,5.998703956604,2.08888745307922,39916001,12365000,18655000,-69850000,112707504,20762500,74995000,37965000,47015000,-4622500,79620000,27640000,2095.80004882812,1376.19995117188,987,21,5,8,33.7000007629395,585.099975585938,18.1000003814697,-5.69999980926514,23.7999992370605,12.3000001907349,0.400000005960464,12.3000001907349,-1.79999995231628,1701.59997558594,169.5,121.300003051758,11.8000001907349,495.299987792969,375.5,495.299987792969,402.600006103516,373,-0.972602903842926,-0.363712251186371,1487.5400390625,-0.229903280735016,-0.0862508118152618,0.976670980453491,21.9687786102295,-0.0293693542480469,0.317496418952942,0.2464599609375,0.117523193359375,0.07061767578125,0,0.103654034435749,0,0,0,0,0,0,0,78672.328125,105,105
"333",1.63895642757416,3.50344061851501,3.80911326408386,2.88690328598022,3.30043935775757,2.86534142494202,5.98611736297607,2.14214825630188,50680000,8930000,15255000,-160035008,216804992,37047500,88602496,29002500,32752500,-7330000,95932496,26660000,2152.30004882812,1422.40002441406,1026,19,5.09999990463257,8,33.7000007629395,587.400024414062,18.2999992370605,-5.5,23.7999992370605,12.5,0.600000023841858,12.5,-1.60000002384186,1691.5,168.199996948242,120.199996948242,11.5,490.799987792969,374.5,490.799987792969,401.799987792969,336.5,0.822894632816315,0.236058011651039,1514.36499023438,0.541029930114746,0.155277207493782,0.972208678722382,16.6828231811523,0.05438232421875,0.273613810539246,0,0,0,0,0,0,0,0,0,0,0,0,65274.87109375,123,121
"335",2.01483154296875,3.1347234249115,3.49947094917297,2.95863938331604,3.42113065719604,2.87654185295105,6.20574426651001,1.80584406852722,32378000,15612500,16360000,-1997500,31845000,8005000,75817504,33030000,38677500,-3897500,79720000,25112500,2146.69995117188,1417.59997558594,1021.90002441406,22,5.09999990463257,8,33.7000007629395,586.5,18.2000007629395,-5.5,23.7999992370605,12.3999996185303,0.5,12.3999996185303,-1.60000002384186,1634.09997558594,162.600006103516,116.800003051758,11.6999998092651,475.799987792969,361.100006103516,475.799987792969,384.299987792969,365.100006103516,-0.983014166355133,-0.268119186162949,1567.94995117188,0.179546654224396,0.0487089194357395,0.670016825199127,15.8267002105713,-0.0050048828125,0.22417026758194,0.08984375,0.0224609375,0,0,0.044921875,0,0,0,0,0,0,0,75405.3046875,110,110
"336",2.53467106819153,2.84842753410339,3.18845081329346,3.1093270778656,3.08370304107666,2.92865753173828,6.45377588272095,1.67879617214203,27453999,14842500,15377500,-1430000,29165000,7697500,84637504,40112500,40050000,590000,84045000,25752500,2147,1417.40002441406,1021.29998779297,25,5.09999990463257,7.90000009536743,33.5,585.599975585938,18.2000007629395,-5.40000009536743,23.7000007629395,12.3999996185303,0.5,12.3999996185303,-1.60000002384186,1574.5,156.600006103516,111.599998474121,11.8000001907349,459.5,346.399993896484,459.5,370.399993896484,394.700012207031,-0.153371572494507,-0.0901735201478004,1585.64501953125,-0.987429738044739,-0.581338465213776,1.685546875,36.0723114013672,0.0415725708007812,0.558746337890625,1.72607421875,0.5831298828125,0.30322265625,0,0.781917810440063,0,0,0,0,0,0,0,89726.1171875,62,57
"337",2.11734509468079,3.12156105041504,3.50106549263,2.95777702331543,3.51541066169739,2.81714916229248,6.07137537002563,1.81644296646118,43723999,9327500,5857500,-6815000,48322500,11475000,74430000,18830000,5077500,-7102500,81527504,26982500,1994.90002441406,1295.90002441406,919,15,4.5,8.10000038146973,34.0999984741211,584.599975585938,17.7000007629395,-6.19999980926514,24,11.8000001907349,0,11.8000001907349,-2.20000004768372,1744.30004882812,174.5,118.199996948242,13,514,380.5,514,432.5,288.700012207031,-0.526096642017365,-0.113951772451401,1709.6875,0.826721131801605,0.185553312301636,0.883314371109009,12.8199787139893,0.0431175231933594,0.256798624992371,0.564697265625,0.4029541015625,0.33221435546875,0.270751953125,0.12129158526659,0,0,0,0,0,0,0,61589.421875,131,131
"338",1.91595339775085,3.19985675811768,3.63450574874878,2.93150019645691,3.38882541656494,2.83702707290649,5.99710655212402,1.90841448307037,42910000,9847500,9690000,-14237500,57672500,12685000,68112496,20587500,16337500,-8010000,76122496,24947500,1974.19995117188,1278.90002441406,904.5,18,4.5,8.19999980926514,34.2999992370605,581.400024414062,17.7000007629395,-6.30000019073486,24,11.6999998092651,0,11.6999998092651,-2.20000004768372,1739,173,117.099998474121,12.8999996185303,510.299987792969,379.799987792969,510.299987792969,433.899993896484,333.399993896484,-0.799612641334534,-0.280867457389832,1569.7275390625,0.594167590141296,0.208863347768784,1.04558646678925,20.5710926055908,0.0318641662597656,0.286265045404434,0.1875,0.131195068359375,0.12298583984375,0.0858154296875,0.0505280047655106,0,0,0,0,0,0,0,64413.98046875,128,122
"339",1.99882805347443,3.21152448654175,3.60127401351929,2.95552587509155,3.3764283657074,2.87032461166382,6.10262203216553,1.88480317592621,33648000,8500000,7105000,-13305000,39202500,12135000,71877504,17842500,915000,-8900000,80772496,27350000,1968.19995117188,1273.69995117188,900,18,4.5,8.10000038146973,34.2000007629395,581.200012207031,17.6000003814697,-6.30000019073486,23.8999996185303,11.6999998092651,0,11.6999998092651,-2.20000004768372,1741.09997558594,172.899993896484,117,12.8000001907349,510.700012207031,380.399993896484,510.700012207031,435.5,333.5,-0.994477391242981,-0.105656765401363,1590.76000976562,-0.0735720694065094,-0.00744946068152785,0.256659626960754,6.09770965576172,0.00311279296875,0.0866665318608284,0.052734375,0.01318359375,0,0,0.0263671875,0,0,0,0,0,0,0,70652.671875,133,128
"340",1.82568681240082,3.28777718544006,3.59480428695679,2.97808647155762,3.3667733669281,2.90682220458984,6.1247034072876,2.01350212097168,108227998,12577500,14532500,-97357504,221732496,34112500,71140000,29442500,32215000,-2365000,73505000,24987500,1965.90002441406,1272.19995117188,898.799987792969,21,4.5,8.19999980926514,34.4000015258789,582.5,17.7000007629395,-6.30000019073486,24,11.6999998092651,0,11.6999998092651,-2.20000004768372,1724.19995117188,171.5,116.099998474121,12.6999998092651,505.299987792969,376.899993896484,505.299987792969,430.200012207031,371.299987792969,0.0446793362498283,0.0160478372126818,1526.30249023438,-0.998964130878448,-0.358841478824615,0.791151285171509,21.0551280975342,0.0131378173828125,0.287229746580124,0.7501220703125,0.41326904296875,0.31005859375,0.2828369140625,0.224938750267029,0,0,0,0,0,0,0,86166.4921875,105,101
"344",2.17565679550171,3.00382161140442,3.39695835113525,3.1014187335968,3.64004850387573,2.67784404754639,6.22059154510498,1.79077637195587,354503984,28897500,14762500,-21580000,458192512,84892500,67817504,27515000,29055000,-5040000,72855000,25085000,1872.40002441406,1195.30004882812,833.599975585938,19,4.19999980926514,7.90000009536743,34,573.400024414062,17.1000003814697,-6.40000009536743,23.5,11.3000001907349,-0.300000011920929,11.3000001907349,-2.40000009536743,1708.80004882812,169.300003051758,114.699996948242,12.3999996185303,498.200012207031,374.399993896484,498.200012207031,428.600006103516,328.899993896484,0.995072841644287,0.291051030158997,1828.6875,-0.0915992483496666,-0.0268832053989172,0.608940958976746,17.0077514648438,0.00251388549804688,0.207792490720749,0.578125,0.538482666015625,0.552490234375,0.4708251953125,0.0468045212328434,0,0.449999988079071,0,0,0,0,0,76105.4921875,131,127
"346",2.16206932067871,3.17246174812317,3.5286602973938,2.90520644187927,3.57749056816101,2.63021421432495,6.10626125335693,1.77841603755951,28836001,8467500,4252500,-6715000,36412500,11292500,67357504,18870000,7355000,-6765000,74122496,27372500,1791.59997558594,1131.30004882812,780.700012207031,14,3.79999995231628,7.80000019073486,33.5999984741211,572.5,16.6000003814697,-6.69999980926514,23.2999992370605,10.8999996185303,-0.699999988079071,10.8999996185303,-2.79999995231628,1714.59997558594,169,114.699996948242,12.6999998092651,500.700012207031,375.600006103516,500.700012207031,431.799987792969,254.300003051758,-0.279376566410065,-0.103502959012985,1844.70495605469,0.957960367202759,0.351069271564484,1.08330619335175,21.5258693695068,0.0162391662597656,0.354159891605377,0.1107177734375,0.033599853515625,0.0118408203125,0,0.0526100285351276,1,0,0,0,0,0,0,59196.9765625,148,141
"350",1.77881073951721,3.34532070159912,3.70267915725708,2.98951315879822,3.46424031257629,2.74986982345581,6.07388687133789,2.0600004196167,28848000,10127500,14232500,-36227500,66007500,17157500,74450000,28285000,32407500,-3132500,77587504,2.6e+07,1834.19995117188,1165.40002441406,808.400024414062,19,4,8.10000038146973,34.4000015258789,575.099975585938,17,-6.69999980926514,23.7000007629395,11.1999998092651,-0.5,11.1999998092651,-2.59999990463257,1768,174.300003051758,116.800003051758,12.6000003814697,515.599975585938,389.100006103516,515.599975585938,449.200012207031,358.399993896484,0.532110810279846,0.131333455443382,1661.59252929688,-0.844810545444489,-0.207098692655563,0.793307840824127,14.2211055755615,0.00469970703125,0.223334416747093,0.7664794921875,0.669830322265625,0.635986328125,0.6021728515625,0.0701364055275917,0,0,0,0,0,0,0,83070.6328125,125,125
"351",1.84286081790924,3.23024201393127,3.62018322944641,2.96351933479309,3.6024603843689,2.70089483261108,6.03216361999512,1.98933804035187,43883999,11295000,14192500,-36065000,79240000,14460000,66637500,27657500,29255000,-6190000,72827504,23297500,1921.09997558594,1234.30004882812,866.299987792969,20,4.40000009536743,8.10000038146973,34.2000007629395,578.200012207031,17.3999996185303,-6.40000009536743,23.7000007629395,11.6000003814697,-0.100000001490116,11.6000003814697,-2.29999995231628,1671.09997558594,157,108.800003051758,11,468.799987792969,372.399993896484,468.799987792969,436.5,346,0.69723379611969,0.178793787956238,1678.42248535156,-0.710826277732849,-0.182418555021286,0.789998352527618,14.8647747039795,0.0262413024902344,0.212498977780342,0,0,0,0,0,0,0,0,0,0,0,0,82645.2734375,115,113
